상품코드,판매상품 ID,상품명,정가,판매가,할인율,적립율,적립예정포인트,인물,출판사,발행(출시)일자,분야
9788901296913,S000217222886,그 산이 정말 거기 있었을까(박완서 X 이옥토 리커버 특별판),"18,500","16,650",10%,5%,920,박완서,웅진지식하우스,20250818,소설
9788937477317,S000217011947,꽤 낙천적인 아이,"15,000","13,500",10%,5%,750,원소윤,민음사,20250718,소설
9791143007070,S000217165455,카라마조프가의 형제들(Братья Карамазовы) 세트,"89,000","80,100",10%,5%,"4,450",표도르 도스토옙스키,지식을만드는지식,20250710,소설
9791194591412,S000215970502,크눌프(초판본)(1915년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,헤르만 헤세,더스토리,20250328,소설
9791194591399,S000215970450,야간 비행(초판본)(1931년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,앙투안 드 생텍쥐페리,더스토리,20250328,소설
9791194280798,S000215820954,노인과 바다(초판본)(1952년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,어니스트 헤밍웨이,더스토리,20250228,소설
9791194280828,S000215820974,싯다르타(초판본)(1922년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,헤르만 헤세,더스토리,20250228,소설
9791171717279,S000215131259,계화의 여름,"13,000","11,700",10%,5%,650,배명은,위즈덤하우스,20250108,소설
9791194246442,S000214846597,달러구트 꿈 백화점 (200만부 기념 합본호 : 아메리칸드림 에디션),"28,000","25,200",10%,5%,"1,400",이미예,팩토리나인,20241202,소설
9788932461434,S000214261302,필로우맨,"16,000","14,400",10%,5%,800,마틴 맥도나,을유문화사,20240910,소설
9791193937198,S000213999814,빛이 이끄는 곳으로,"18,800","16,920",10%,5%,940,백희성,북로망스,20240821,소설
9791171717071,S000214032692,0000,"13,000","11,700",10%,5%,650,임선우,위즈덤하우스,20240814,소설
9791139716542,S000212196137,파우스트(명화 수록 무삭제 완역본),"17,500","15,750",10%,5%,870,요한 볼프강 폰 괴테,현대지성,20240208,소설
9791197671739,S000211402868,날씨가 좋으면 찾아가겠어요,"17,000","15,300",10%,5%,850,이도우,수박설탕,20231122,소설
9788954695053,S000203331812,아주 희미한 빛으로도,"16,800","15,120",10%,5%,840,최은영,문학동네,20230807,소설
9788950935658,S000201447729,슬픔이여 안녕,"15,000","13,500",10%,5%,750,프랑수아즈 사강,아르테(arte),20230331,소설
9788932923048,S000200879837,수확자 Scythe,"18,500","16,650",10%,5%,920,닐 셔스터먼,열린책들,20230210,소설
9791139707137,S000061694904,모비딕(무삭제 완역본),"19,900","17,910",10%,5%,990,허먼 멜빌,현대지성,20220902,소설
9791167090126,S000060626263,쉽게 읽는 일리아스 오디세이아,"17,500","15,750",10%,5%,870,호메로스,아름다운날,20220620,소설
9788932921396,S000000582138,신곡(La Divina Commedia)(귀스타브 도레 삽화 수록본),"36,000","32,400",10%,5%,"1,800",단테 알리기에리,열린책들,20220330,소설
9788954682749,S000000781143,1차원이 되고 싶어,"14,800","13,320",10%,5%,740,박상영,문학동네,20211008,소설
9791191043297,S000001947482,"오늘 밤, 세계에서 이 사랑이 사라진다 해도","14,000","12,600",10%,5%,700,이치조 미사키,모모,20210628,소설
9791191280630,S000001949992,사람은 무엇으로 사는가(러시아 원전 번역본),"7,700","6,930",10%,5%,380,레프 톨스토이,현대지성,20210205,소설
9788925569154,S000000479161,이문열 삼국지 세트,"168,000","151,200",10%,5%,"8,400",이문열 (평역),알에이치코리아,20200325,소설
9788937429569,S000000619355,여름의 책,"10,800","9,720",10%,5%,540,토베 얀손,민음사,20191101,소설
9788952240569,S000000722354,가재가 노래하는 곳,"16,000","14,400",10%,5%,800,델리아 오언스,살림,20190621,소설
9788954641630,S000000779649,쇼코의 미소,"16,000","14,400",10%,5%,800,최은영,문학동네,20190620,소설
9791164050277,S000001824800,숨,"18,500","16,650",10%,5%,920,테드 창,엘리,20190520,소설
9788955824957,S000000809569,내 영혼이 따뜻했던 날들,"15,000","13,500",10%,5%,750,포리스터 카터,아름드리미디어,20190320,소설
9788954646079,S000000779885,바깥은 여름,"16,000","14,400",10%,5%,800,김애란,문학동네,20170628,소설
9788956057842,S000000814614,당신 인생의 이야기,"17,000","15,300",10%,5%,850,테드 창,엘리,20161019,소설
9788956608846,S000000828422,낭만적 연애와 그 후의 일상,"17,000","15,300",10%,5%,850,알랭 드 보통,은행나무,20160825,소설
9788935669738,S000000603617,나의 눈부신 친구,"17,000","15,300",10%,5%,850,엘레나 페란테,한길사,20160707,소설
9788956601021,S000000827932,공중그네,"17,000","15,300",10%,5%,850,오쿠다 히데오,은행나무,20150615,소설
9788932027098,S000000570056,광장/구운몽,"14,000","12,600",10%,5%,700,최인훈,문학과지성사,20141231,소설
9788990982575,S000001461127,가면산장 살인사건,"16,800","15,120",10%,5%,840,히가시노 게이고,재인,20140926,소설
9788993094435,S000001517469,안드로이드는 전기양의 꿈을 꾸는가,"18,000","16,200",10%,5%,900,필립 K. 딕,폴라북스,20130927,소설
9788937488061,S000000621203,신곡 세트,"29,000","26,100",10%,5%,"1,450",단테 알리기에리,민음사,20130717,소설
9788982816635,S000001280109,자기 앞의 생,"16,000","14,400",10%,5%,800,에밀 아자르,문학동네,20130124,소설
9788998441005,S000001632466,원미동 사람들,"13,000","11,700",10%,5%,650,양귀자,쓰다,20121225,소설
9788936433871,S000000610593,두근 두근 내 인생,"16,000","14,400",10%,5%,800,김애란,창비,20110620,소설
9788954608640,S000000777513,1Q84 1,"14,800","13,320",10%,5%,740,무라카미 하루키,문학동네,20090825,소설
9788937461606,S000000620297,깊은 강,"15,000","13,500",10%,5%,750,엔도 슈사쿠,민음사,20071030,소설
9788937461262,S000000620263,라셀라스,"11,000","9,900",10%,5%,550,새뮤얼 존슨,민음사,20051025,소설
9788937460661,S000000620203,나르치스와 골드문트,"12,000","10,800",10%,5%,600,헤르만 헤세,민음사,20020730,소설
9788937460678,S000000620204,황야의 이리,"11,000","9,900",10%,5%,550,헤르만 헤세,민음사,20020730,소설
9788937460340,S000000620171,백년의 고독 1,"11,000","9,900",10%,5%,550,가브리엘 가르시아 마르케스,민음사,20000105,소설
9788937460357,S000000620172,백년의 고독 2,"11,000","9,900",10%,5%,550,가브리엘 가르시아 마르케스,민음사,20000105,소설
9788937460128,S000000620149,인간의 굴레에서 2,"13,000","11,700",10%,5%,650,서머싯 몸,민음사,19980930,소설
9788937460029,S000000620139,변신이야기 2,"13,000","11,700",10%,5%,650,오비디우스,민음사,19980805,소설
9788937460012,S000000620138,변신이야기 1,"13,000","11,700",10%,5%,650,오비디우스,민음사,19980805,소설
9788937460104,S000000620147,한국단편문학선 1,"12,000","10,800",10%,5%,600,김동인,민음사,19980805,소설
9791141548568,S000221062057,데뷔 못 하면 죽는 병 걸림 5부 세트,"80,000","72,000",10%,5%,"4,000",백덕수,위시북스,20261208,소설
9791124379363,S000221282067,하공진,"26,500","23,850",10%,5%,"1,320",하희봉,오픈업,20260921,소설
9791172102500,S000221251710,아름다움이라는 우연,"19,500","17,550",10%,5%,970,브라이언 워싱턴,더픽션,20260920,소설
9791192738895,S000221262383,"그 살인, 본격 미스터리로 만들어 드리겠습니다.","17,800","16,020",10%,5%,890,가타오카 쇼,리드비,20260917,소설
9788954474931,S000221231662,우리가 보고 있지 않았던 장면들,"15,000","13,500",10%,5%,750,임솔아,자음과모음,20260916,소설
9791130683348,S000221267697,디어 윌버 문구점,"19,500","17,550",10%,5%,970,샐리 페이지,다산책방,20260915,소설
9791124712078,S000221282993,브레인 데미지,"19,000","17,100",10%,5%,950,프리다 맥파든,북플라자,20260914,소설
9791158792619,S000221191561,가족극,"18,800","16,920",10%,5%,940,미야베 미유키,북로드,20260911,소설
9791167903822,S000221327981,인간 판박이,"16,800","15,120",10%,5%,840,아베 고보,현대문학,20260910,소설
9791141603618,S000221152201,테니스나무,"17,000","15,300",10%,5%,850,윤고은,문학동네,20260904,소설
9791175911185,S000221142514,펀치 드렁크 픽션,"13,000","11,700",10%,5%,650,서장원,위즈덤하우스,20260902,소설
9791199327894,S000220923399,수살귀,"19,000","17,100",10%,5%,950,쌈무이,책과삶,20260828,소설
9791176612845,S000221030657,신 수수께끼 풀이는 저녁식사 후에 1,"18,900","17,010",10%,5%,940,히가시가와 도쿠야,아르테(arte),20260826,소설
9791173327193,S000220843887,슬로 호시스,"19,000","17,100",10%,5%,950,믹 헤런,비채,20260824,소설
9791124185230,S000220924596,셸리 숍앤센터,"16,800","15,120",10%,5%,840,설재인,나무옆의자,20260824,소설
9791130682884,S000220870534,위스퍼맨,"19,000","17,100",10%,5%,950,알렉스 노스,다산책방,20260818,소설
9791199968905,S000220852214,톨스토이 문장들 필사집,"19,800","17,820",10%,5%,990,레프 니콜라예비치 톨스토이,출판사 핌,20260818,소설
9791157958030,S000220647880,무진기행 필사북,"22,000","19,800",10%,5%,"1,100",김승옥,스타북스,20260805,소설
9791124684023,S000220695244,야수의 산,"19,000","17,100",10%,5%,950,홍진희,클레이하우스,20260729,소설
9791193190715,S000220573899,귀야옹 씨의 조그만 상실에 관하여,"8,800","7,920",10%,5%,440,정보라,텍스티(TXTY),20260720,소설
9791193591536,S000220523951,큰 새에게 사로잡히지 않도록,"18,800","16,920",10%,5%,940,가와카미 히로미,디플롯,20260710,소설
9791175772939,S000219868420,히티드 라이벌리,"21,000","18,900",10%,5%,"1,050",레이철 리드,모모,20260709,소설
9788932045573,S000220453074,텅 빈 마음 가진 채로,"17,000","15,300",10%,5%,850,김화진,문학과지성사,20260703,소설
9791193078969,S000220455477,라스트 젤리 샷,"17,000","15,300",10%,5%,850,청예,허블,20260703,소설
9791167903662,S000220341532,매스커레이드 라이프,"20,000","18,000",10%,5%,"1,000",히가시노 게이고,현대문학,20260701,소설
9788998891077,S000220339398,백서,"16,700","15,030",10%,5%,830,이상훈,책마실,20260701,소설
9791171311811,S000220766387,전락,"15,000","13,500",10%,5%,750,알베르 카뮈,책세상,20260630,소설
9791194891154,S000220428616,오프사이드,"12,000","10,800",10%,5%,600,김미조,안전가옥,20260630,소설
9791124591055,S000220307739,애니가 남긴 것,"18,800","16,920",10%,5%,940,애너 퀸들런,리프,20260624,소설
9791175773394,S000220296675,신 퇴마록 신세편 3,"22,000","19,800",10%,5%,"1,100",이우혁,반타,20260623,소설
9791175773424,S000220279567,내가 죽였다,"18,500","16,650",10%,5%,920,정해연,반타,20260618,소설
9791175773431,S000220279573,내가 죽이지 않았다,"18,500","16,650",10%,5%,920,정해연,반타,20260618,소설
9791139732252,S000220166193,지하로부터의 수기,"8,800","7,920",10%,5%,440,표도르 도스토옙스키,현대지성,20260615,소설
9791130676029,S000219752390,김약국의 딸들(한국문학의 거장 박경리 탄생 100주년 기념 특별판),"22,000","19,800",10%,5%,"1,100",박경리,다산책방,20260519,소설
9791193873236,S000219519826,단지의 두 사람,"15,000","13,500",10%,5%,750,후지노 지야,빈페이지,20260410,소설
9791124038338,S000219513807,바다에서 온 소년,"19,800","17,820",10%,5%,990,개럿 카,북파머스,20260401,소설
9791141603250,S000219615731,제17회 젊은작가상 수상작품집(2026),"7,700","6,930",10%,5%,380,김채원 외,문학동네,20260331,소설
9791141602468,S000219513229,사랑의 힘,"19,800","17,820",10%,5%,990,박서련,문학동네,20260320,소설
9791141615819,S000219468375,약속의 세대,"18,000","16,200",10%,5%,900,백온유,문학동네,20260320,소설
9791167376237,S000219438081,카프네,"18,000","16,200",10%,5%,900,아베 아키코,은행나무,20260318,소설
9791194891116,S000219468864,혐오도 복제가 되나요,"12,000","10,800",10%,5%,600,윤혜성,안전가옥,20260318,소설
9788937464812,S000219457927,명심보감,"14,000","12,600",10%,5%,700,범입본,민음사,20260313,소설
9791130674643,S000219084393,눈과 돌멩이(제49회 이상문학상 작품집 2026년),"18,000","16,200",10%,5%,900,위수정 외,다산책방,20260123,소설
9791188547531,S000218796359,"울어봐, 빌어도 좋고 5","19,800","17,820",10%,5%,990,솔체,폴라북스,20251225,소설
9791188547517,S000218796319,"울어봐, 빌어도 좋고 3","19,800","17,820",10%,5%,990,솔체,폴라북스,20251225,소설
9788937464768,S000218880868,레볼루셔너리 로드,"17,000","15,300",10%,5%,850,리처드 예이츠,민음사,20251222,소설
9791112063656,S000218081035,파도가 사랑을 말하는 순간에(리커버 에디션),"13,000","11,700",10%,5%,650,김바다,부크크(Bookk),20250923,소설
9791173323188,S000217429170,멜론은 어쩌다,"17,800","16,020",10%,5%,890,아밀,비채,20250911,소설
9791141602567,S000217184482,치즈 이야기,"17,000","15,300",10%,5%,850,조예은,문학동네,20250730,소설
9788937428852,S000216812612,싯다르타,"15,000","13,500",10%,5%,750,헤르만 헤세,민음사,20250610,소설
9791194591610,S000216063359,오만과 편견(초판본)(1894년 오리지널 초판본 표지디자인),"5,500","4,950",10%,5%,270,제인 오스틴,더스토리,20250415,소설
9791193024959,S000216261660,"괴물, 용혜","12,000","10,800",10%,5%,600,김진영,안전가옥,20250404,소설
9791194654476,S000216026136,퇴마록 국내편 2,"22,000","19,800",10%,5%,"1,100",이우혁,반타,20250402,소설
9791141601713,S000216110908,흰,"14,500","13,050",10%,5%,720,한강,문학동네,20250331,소설
9791194591351,S000215970351,예언자(초판본)(1923년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,칼릴 지브란,더스토리,20250328,소설
9788931024487,S000215703322,호밀밭의 파수꾼,"11,000","9,900",10%,5%,550,제롬 데이비드 샐린저,문예출판사,20250220,소설
9791194280781,S000215820983,이방인(초판본)(1944년 오리지널 초판본 표지디자인),"2,980","2,690",10%,5%,140,알베르 카뮈,더스토리,20250218,소설
9788936431525,S000215144671,허밍,"16,000","14,400",10%,5%,800,최정원,창비,20250110,소설
9791193790588,S000214780482,해리 포터와 혼혈 왕자 3,"13,000","11,700",10%,5%,650,J.K. 롤링,문학수첩,20241128,소설
9791193790571,S000214780455,해리 포터와 혼혈 왕자 2,"13,000","11,700",10%,5%,650,J.K. 롤링,문학수첩,20241128,소설
9791193790519,S000214780157,해리 포터와 불사조 기사단 1,"13,000","11,700",10%,5%,650,J.K. 롤링,문학수첩,20241128,소설
9791193790595,S000214780541,해리 포터와 혼혈 왕자 4,"13,000","11,700",10%,5%,650,J.K. 롤링,문학수첩,20241128,소설
9791193790410,S000214664902,해리 포터와 마법사의 돌 2,"12,500","11,250",10%,5%,620,J.K. 롤링,문학수첩,20241120,소설
9791193790427,S000214664904,해리 포터와 비밀의 방 1,"12,500","11,250",10%,5%,620,J.K. 롤링,문학수첩,20241120,소설
9788931024029,S000214725410,멋진 신세계,"12,000","10,800",10%,5%,600,올더스 헉슬리,문예출판사,20241115,소설
9791130653495,S000213682469,그린 레터,"18,000","16,200",10%,5%,900,황모과,다산책방,20240717,소설
9791138483650,S000213747922,녹나무의 파수꾼(무선제본특별판),"17,800","16,020",10%,5%,890,히가시노 게이고,소미미디어,20240710,소설
9791193358825,S000213226555,노트북,"15,000","13,500",10%,5%,750,니콜라스 스파크스,모모,20240508,소설
